created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 19:01:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.5083333333333333,0.7833333333333333,en,0,,daveskariuki,355,2090,,[],[],"Nairobi, Kenya"
Fri Jun 18 19:01:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.5083333333333333,0.7833333333333333,en,0,,janet_halpin,232,632,,[],"[{'screen_name': 'MarmaladeMax', 'name': 'Mark', 'id': 1230177494369697792, 'id_str': '1230177494369697792', 'indices': [0, 13]}]","Dublin City, Ireland"
Fri Jun 18 19:01:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.35000000000000003,0.7444444444444445,en,133,91.0,reemazbutcher,124,85,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Cyprus/بوظبي 
Fri Jun 18 19:01:33 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0,0.5,en,0,,AngeloVolandes,2708,120,,"[{'text': 'Covid19', 'indices': [14, 22]}, {'text': 'VaccinesSaveLives', 'indices': [88, 106]}, {'text': 'MedTwitter', 'indices': [107, 118]}]",[],"Boston, MA"
Fri Jun 18 19:01:33 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.1590909090909091,0.6136363636363636,en,0,,acpdecisions,1112,440,,"[{'text': 'Covid19', 'indices': [14, 22]}, {'text': 'VaccinesSaveLives', 'indices': [88, 106]}, {'text': 'MedTwitter', 'indices': [107, 118]}]",[],"Boston, MA"
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.3333333333333333,0.7314814814814815,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.5083333333333333,0.7833333333333333,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,3.700743415417188e-17,0.6333333333333334,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.15555555555555559,0.3711111111111111,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 19:01:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.16666666666666666,0.18888888888888888,en,749,247.0,UmbertoCiccole1,416,369,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",
Fri Jun 18 19:01:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","About #COVID19 vaccines @ndtv, 14 Jun (1/2)
- Don’t expect very efficient &amp; safe COVID19 vax
- In short term, vax from good companies can be helped
- Weakness of vax: less efficiency against novel variants , lack of vax studies, safety data, &amp; knowledge of gain-of-functions virus",0.45,0.65,en,1672,1158.0,SoarForFreedom,2303,2237,,"[{'text': 'COVID19', 'indices': [24, 32]}]","[{'screen_name': 'DrLiMengYAN1', 'name': 'Dr. Li-Meng YAN', 'id': 1313128625680592896, 'id_str': '1313128625680592896', 'indices': [3, 16]}, {'screen_name': 'ndtv', 'name': 'NDTV', 'id': 37034483, 'id_str': '37034483', 'indices': [42, 47]}]",East Coast 
Fri Jun 18 19:01:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.0,0.6,en,314,153.0,AnitaMakanjuola,83,408,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Birmingham, England"
Fri Jun 18 19:02:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.7,0.7,en,0,,RealRyanJKaz,3066,5001,,"[{'text': 'GetVaccinated', 'indices': [55, 69]}, {'text': 'WeCanDoThis', 'indices': [71, 83]}]",[],"Connecticut, USA"
Fri Jun 18 19:02:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in the West Bank and Gaza under the 1995 Oslo II Accords, Israel is sending more than 1 million vaccine doses to help it fight #COVID19.

#ThisIsIsrael",0.16666666666666666,0.18888888888888888,en,64,20.0,DeborahNotAnon,1732,2966,,[],"[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [3, 9]}]","BehindTheRedwoodCurtain, CA"
Fri Jun 18 19:02:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.7,0.7,en,0,,MAAWLAW,4353,944,,"[{'text': 'vaccines', 'indices': [5, 14]}, {'text': 'Israel', 'indices': [54, 61]}]","[{'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [107, 114]}]",
Fri Jun 18 19:02:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.09454545454545453,0.4518181818181818,en,32,14.0,KalembeG,58,121,,"[{'text': 'Uganda', 'indices': [30, 37]}, {'text': 'COVID19', 'indices': [40, 48]}]","[{'screen_name': 'observerug', 'name': 'The Observer', 'id': 93316701, 'id_str': '93316701', 'indices': [3, 14]}]",Kampala
Fri Jun 18 19:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.3,en,0,,MAAWLAW,4353,944,,"[{'text': 'Palestinian', 'indices': [5, 17]}, {'text': 'COVID19', 'indices': [62, 70]}, {'text': 'vaccines', 'indices': [71, 80]}, {'text': 'Israel', 'indices': [86, 93]}]",[],
Fri Jun 18 19:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet.,0.5083333333333333,0.7833333333333333,en,143,76.0,RandomSobriquet,1716,807,,"[{'text': 'DeltaVariant', 'indices': [42, 55]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]",🇦🇺
Fri Jun 18 19:02:24 +0000 2021,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",,0.25,0.2,en,0,,ncdhhs,45530,932,,"[{'text': 'FridayVaccineFacts', 'indices': [0, 19]}, {'text': 'BringingSummerBack', 'indices': [29, 48]}]",[],"Raleigh, NC"
Fri Jun 18 19:02:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid19 vaccines reach the remotest places of Jammu &amp; Kashmir's Gujjars, Bakarwals community. 

Healthcare staff, @BJP4India and @RSSorg karyakartas travel long distances in terrains to take forward the #VaccinationDrive. https://t.co/sFNNxzFSRv",0.0375,0.2833333333333333,en,77,54.0,riyaroy64265805,3,9,,[],"[{'screen_name': 'N_RamchanderRao', 'name': 'N Ramchander Rao', 'id': 735790469947359235, 'id_str': '735790469947359235', 'indices': [3, 19]}]",
Fri Jun 18 19:02:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On hour 2 of #SciFriLive📻: 

😷 #COVID19 vaccines may not be enough to protect immunocompromised people
📚 The best #SciFi books to read this summer

Tune in to your local public radio station or press play below!
https://t.co/p13XDga2pG",0.3333333333333333,0.7314814814814815,en,1,2.0,lbbiology,384,833,,"[{'text': 'SciFriLive', 'indices': [25, 36]}, {'text': 'COVID19', 'indices': [43, 51]}, {'text': 'SciFi', 'indices': [126, 132]}]","[{'screen_name': 'scifri', 'name': 'Science Friday', 'id': 16817883, 'id_str': '16817883', 'indices': [3, 10]}]","Charlottesville, VA"
Fri Jun 18 19:02:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","These vaccines have been proven to be effective in preventing severe illness, hospitalization &amp; death. It’s how we avoid ever going through what we went through with #COVID19 last year. #VaxNevadaDays",0.09999999999999999,0.2095238095238095,en,14,5.0,clashpandaRay1,1735,5000,,[],"[{'screen_name': 'GovSisolak', 'name': 'Governor Sisolak', 'id': 1080586433088258048, 'id_str': '1080586433088258048', 'indices': [3, 14]}]",Yes I'm a Former Clasher=)
Fri Jun 18 19:02:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",0.0,0.5,en,14,2.0,meSkeet77,18,141,,"[{'text': 'COVID19', 'indices': [88, 96]}]","[{'screen_name': 'Vaxart', 'name': 'Vaxart', 'id': 1350111630307299331, 'id_str': '1350111630307299331', 'indices': [3, 10]}, {'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [25, 34]}]",South Cackalaky
Fri Jun 18 19:02:42 +0000 2021,"<a href=""https://www.fiscalhealthnc.com"" rel=""nofollow"">Covid19NC</a>","#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",0.3,0.5222222222222223,en,1,1.0,coronavirusnc,302,23,,"[{'text': 'FridayVaccineFacts', 'indices': [12, 31]}, {'text': 'BringingSummerBack', 'indices': [41, 60]}]","[{'screen_name': 'ncdhhs', 'name': 'NCDHHS', 'id': 1667792120, 'id_str': '1667792120', 'indices': [3, 10]}]",North Carolina
Fri Jun 18 19:02:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.7,0.7,en,95,95.0,johanefeld,1237,458,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]",http://goo.gl/QIQfcL
Fri Jun 18 19:02:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",From beer to blenders - 5 creative ways people are being persuaded to get their COVID-19 vaccination https://t.co/yUFzQCxw4d #COVID19 #vaccines https://t.co/B2jtSmezrz,3.700743415417188e-17,0.6333333333333334,en,41,16.0,SFurmidge,26,96,,[],"[{'screen_name': 'wef', 'name': 'World Economic Forum', 'id': 5120691, 'id_str': '5120691', 'indices': [3, 7]}]",United States
Fri Jun 18 19:02:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",0.5,0.5,en,907,507.0,WilsonRwamugabo,99,446,,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",Kampala Uganda
Fri Jun 18 19:03:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet. https://t.co/fQ5QC7a3xm,0.24318181818181817,0.5022727272727273,en,143,77.0,amanda_pompili,2430,2603,,"[{'text': 'DeltaVariant', 'indices': [42, 55]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]","Pawtucket, RI"
Fri Jun 18 19:03:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Could the U.S. Have Saved More Lives? 5 Alternate Scenarios for the Vaccine Rollout 
#COVID19 #MARKEDBYCOVID
@SurvivorsChange 
https://t.co/mFHc7hM7ql",0.7,0.7,en,6,1.0,JulieWallaceCT,872,4996,,"[{'text': 'COVID19', 'indices': [106, 114]}, {'text': 'MARKEDBYCOVID', 'indices': [115, 129]}]","[{'screen_name': 'missinmycomfort', 'name': 'Kpana Kpoto (she/her/hers)', 'id': 1345457513450373123, 'id_str': '1345457513450373123', 'indices': [3, 19]}]",Ohio
Fri Jun 18 19:03:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-0.23645833333333335,0.3375,en,0,,reshmagar,1707,1926,,[],"[{'screen_name': 'shailajateacher', 'name': 'Shailaja Teacher', 'id': 2780361002, 'id_str': '2780361002', 'indices': [25, 41]}, {'screen_name': 'vijayanpinarayi', 'name': 'Pinarayi Vijayan', 'id': 2707179805, 'id_str': '2707179805', 'indices': [51, 67]}]","New Haven, CT, United States"
Fri Jun 18 19:03:21 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.3,0.5222222222222223,en,2,2.0,duderise,1379,1001,,[],"[{'screen_name': 'RutiMeyer', 'name': 'Ruti Meyer', 'id': 828294150, 'id_str': '828294150', 'indices': [3, 13]}]",Idk anymore
Fri Jun 18 19:03:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps,0.09375,0.28125,en,73,21.0,AmyAyers16,5736,5594,,[],"[{'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [3, 14]}]",Virginia 
Fri Jun 18 19:03:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,0.13333333333333333,0.45555555555555555,en,66,38.0,Ernesto83621109,2855,2378,,"[{'text': 'Cuban', 'indices': [69, 75]}, {'text': 'COVID19', 'indices': [76, 84]}, {'text': 'vaccines', 'indices': [85, 94]}]","[{'screen_name': 'MediccGail', 'name': 'GailReedMEDICC', 'id': 785263274992529408, 'id_str': '785263274992529408', 'indices': [3, 14]}]",Cuba
Fri Jun 18 19:03:40 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.125,0.325,en,0,,AMAinsight,540,1452,,[],[],
Fri Jun 18 19:03:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem. https://t.co/AF4BITFvgH",0.5083333333333333,0.7833333333333333,en,98,57.0,Jehane94,4502,2512,,"[{'text': 'DeltaVariant', 'indices': [103, 116]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]",Failed State
Fri Jun 18 19:03:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I can't believe people are still buying into the lies and propaganda. And yet despite the wealth of information with regards the dangers of the vax: people are still willing participants for these experimental 💉. The stupidity is astounding.,0.33611111111111114,0.47222222222222227,en,0,2.0,Nick29433777,245,1966,,[],"[{'screen_name': 'LordsofD', 'name': 'IAmTheRealLordBilderberg', 'id': 1386640622732382210, 'id_str': '1386640622732382210', 'indices': [3, 12]}]",Nowhere yet everywhere
Fri Jun 18 19:03:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",0.675,0.475,en,1,1.0,Skatiq3,77,430,,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Bhekisisa_MG', 'name': 'Bhekisisa', 'id': 1288180873, 'id_str': '1288180873', 'indices': [3, 16]}]","Rustenburg, South Africa"
Fri Jun 18 19:04:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.13333333333333333,0.45555555555555555,en,752,248.0,AmyAyers16,5736,5594,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",Virginia 
Fri Jun 18 19:04:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.5083333333333333,0.7833333333333333,en,15,7.0,ChristyCeeCK,1797,3781,,[],"[{'screen_name': 'joannachiu', 'name': 'Joanna Chiu', 'id': 98077302, 'id_str': '98077302', 'indices': [3, 14]}]",Canada
Fri Jun 18 19:04:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",0.1958333333333333,0.2875,en,555,361.0,salrashdan3,158,1050,,[],"[{'screen_name': 'RealJoelSmalley', 'name': 'Joel Smalley 🌸', 'id': 1086212368575680512, 'id_str': '1086212368575680512', 'indices': [3, 19]}]",Kuwait
Fri Jun 18 19:04:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.1590909090909091,0.6136363636363636,en,31,7.0,sharadjindal12,1,71,,[],"[{'screen_name': 'GooglePayIndia', 'name': 'Google Pay India', 'id': 831657713226522624, 'id_str': '831657713226522624', 'indices': [3, 18]}]",India sriganganagar Rajasthan
Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.009999999999999998,0.4866666666666667,en,753,249.0,wisequackranch,2225,3991,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",
Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.09454545454545453,0.4518181818181818,en,97,96.0,jwacarrollNZ,1260,2914,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]",
Fri Jun 18 19:04:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.45,0.65,en,97,97.0,AnjolieSingh,286,166,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]",delhi
Fri Jun 18 19:04:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.7,0.7,en,0,,fobita,1090,309,,[],"[{'screen_name': 'saulowize', 'name': 'The Wizeass™', 'id': 34935174, 'id_str': '34935174', 'indices': [0, 10]}]",Pajule
Fri Jun 18 19:04:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.009999999999999998,0.4866666666666667,en,0,,KhJanelle,414,636,,[],"[{'screen_name': 'kramTT', 'name': 'THMJKR - Juniper Juice fan 🇹🇹🐞👨🏾\u200d⚖️🇳🇱', 'id': 896181, 'id_str': '896181', 'indices': [0, 7]}]",Venus
Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very concerning’ https://t.co/cTP2htRSGM",0.16666666666666666,0.18888888888888888,en,1,1.0,ana_captures,2509,3129,,[],"[{'screen_name': 'AMAinsight', 'name': 'Dr Anthony Martin', 'id': 722701984160182272, 'id_str': '722701984160182272', 'indices': [3, 14]}]","London, England"
Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",3.700743415417188e-17,0.6333333333333334,en,136,78.0,julbeelee,259,808,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",
Fri Jun 18 19:04:59 +0000 2021,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",,0.5083333333333333,0.7833333333333333,en,0,,WhosWhoRSA,584,253,,"[{'text': 'news', 'indices': [56, 61]}, {'text': 'Africa', 'indices': [62, 69]}, {'text': 'tigray', 'indices': [97, 104]}, {'text': 'covid19', 'indices': [105, 113]}]","[{'screen_name': 'HimanshuJayhind', 'name': 'Himanshu Jaihind', 'id': 939145979596562432, 'id_str': '939145979596562432', 'indices': [80, 96]}]",South Africa
Fri Jun 18 19:05:00 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",,0.27777777777777773,0.35555555555555557,en,0,1.0,viralvideovlogs,6856,4582,,"[{'text': 'news', 'indices': [72, 77]}, {'text': 'Africa', 'indices': [78, 85]}, {'text': 'tigray', 'indices': [113, 120]}, {'text': 'covid19', 'indices': [121, 129]}]","[{'screen_name': 'WhosWhoRSA', 'name': ""Who's Who in South Africa"", 'id': 3067975696, 'id_str': '3067975696', 'indices': [3, 14]}, {'screen_name': 'HimanshuJayhind', 'name': 'Himanshu Jaihind', 'id': 939145979596562432, 'id_str': '939145979596562432', 'indices': [96, 112]}]",കേരളം
Fri Jun 18 19:05:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.5083333333333333,0.7833333333333333,en,0,,Kathlee96724497,278,578,,[],[],
Fri Jun 18 19:05:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.5083333333333333,0.7833333333333333,en,134,92.0,Iovesway,29,81,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",5
Fri Jun 18 19:05:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.16666666666666666,0.18888888888888888,en,368,99.0,stephantelka,1513,2218,,"[{'text': 'COVID19', 'indices': [58, 66]}]","[{'screen_name': 'AmitAryaMD', 'name': 'Dr. Amit Arya', 'id': 3014537423, 'id_str': '3014537423', 'indices': [3, 14]}]","iPhone: 45.415325,-75.690834"
Fri Jun 18 19:05:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,3.700743415417188e-17,0.6333333333333334,en,0,,360CNN,4206,4993,,"[{'text': 'Covid19', 'indices': [4, 12]}]","[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [34, 40]}, {'screen_name': 'VP', 'name': 'Vice President Kamala Harris', 'id': 803694179079458816, 'id_str': '803694179079458816', 'indices': [41, 44]}]","West Coast, USA"
Fri Jun 18 19:05:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,0,,graffitieyes,356,286,,[],[],uganda
